Time:256Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Event Id,Event Date,Event Duration
0.3789062500,24,4181.1538085938,4189.1025390625,4250.3847656250,4066.4101562500,4190.0000000000,4167.6923828125,4203.8461914062,4204.3588867188,4205.8974609375,4202.4360351562,4203.7177734375,4200.5126953125,4200.6411132812,4199.2309570312,,,
0.3828125000,24,4179.1025390625,4178.0771484375,4249.2309570312,4064.3588867188,4187.9487304688,4164.4873046875,4203.0771484375,4202.8203125000,4201.6665039062,4201.4101562500,4201.9228515625,4197.0512695312,4200.2563476562,4193.9741210938,,,
0.3867187500,24,4175.8974609375,4168.4614257812,4245.7690429688,4061.1538085938,4185.0000000000,4160.3847656250,4200.5126953125,4200.2563476562,4197.4360351562,4203.7177734375,4199.6152343750,4192.5639648438,4200.3847656250,4188.8461914062,,,
0.3906250000,25,4172.3076171875,4163.4614257812,4238.3334960938,4057.4357910156,4180.8974609375,4156.5385742188,4196.5385742188,4196.4101562500,4192.9487304688,4204.6152343750,4195.5126953125,4186.5385742188,4198.7177734375,4184.4873046875,,,
0.3945312500,25,4168.9741210938,4162.9487304688,4226.9228515625,4052.8205566406,4176.2822265625,4154.4873046875,4192.3076171875,4191.2822265625,4187.4360351562,4199.2309570312,4188.9741210938,4179.1025390625,4194.1025390625,4181.2822265625,,,
0.3984375000,25,4165.7690429688,4165.1284179688,4214.7436523438,4047.8205566406,4172.3076171875,4154.8715820312,4188.3334960938,4185.8974609375,4181.6665039062,4187.9487304688,4182.0512695312,4171.9228515625,4188.2050781250,4178.8461914062,,,
0.4023437500,25,4162.5639648438,4168.8461914062,4206.0258789062,4044.6154785156,4170.2563476562,4157.0512695312,4185.5126953125,4181.7949218750,4178.2050781250,4178.0771484375,4177.8203125000,4167.8203125000,4184.8715820312,4177.5639648438,,,
0.4062500000,26,4160.8974609375,4173.4614257812,4203.7177734375,4045.1281738281,4170.8974609375,4159.6152343750,4184.6152343750,4179.8715820312,4179.8715820312,4177.1796875000,4178.4614257812,4169.1025390625,4186.7949218750,4177.6923828125,,,
0.4101562500,26,4162.1796875000,4178.5898437500,4206.6665039062,4049.1025390625,4173.2050781250,4160.8974609375,4185.6411132812,4180.5126953125,4186.2822265625,4186.6665039062,4182.6923828125,4175.2563476562,4193.2050781250,4179.7436523438,,,
0.4140625000,26,4166.2822265625,4182.8203125000,4210.6411132812,4054.1025390625,4175.1284179688,4160.3847656250,4187.5639648438,4182.6923828125,4193.7177734375,4200.0000000000,4187.6923828125,4182.9487304688,4200.3847656250,4183.0771484375,,,
0.4179687500,26,4170.6411132812,4185.3847656250,4211.4101562500,4057.6923828125,4175.1284179688,4158.4614257812,4188.9741210938,4185.0000000000,4197.4360351562,4207.9487304688,4189.8715820312,4187.5639648438,4204.3588867188,4185.8974609375,,,
0.4218750000,27,4172.3076171875,4186.0258789062,4207.8203125000,4059.2307128906,4173.4614257812,4156.2822265625,4188.3334960938,4186.1538085938,4195.3847656250,4205.3847656250,4188.3334960938,4187.0512695312,4203.4614257812,4186.7949218750,,,
