Time:256Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Event Id,Event Date,Event Duration
0.3515625000,22,4165.0000000000,4145.1284179688,4237.1796875000,4082.9487304688,4170.7690429688,4167.5639648438,4186.1538085938,4197.0512695312,4217.3076171875,4228.2050781250,4281.0258789062,4219.1025390625,4242.3076171875,4201.1538085938,,,
0.3554687500,22,4166.5385742188,4147.4360351562,4232.8203125000,4087.4357910156,4179.7436523438,4167.0512695312,4191.5385742188,4197.8203125000,4217.9487304688,4229.8715820312,4282.1796875000,4219.7436523438,4245.2563476562,4202.9487304688,,,
0.3593750000,23,4169.4873046875,4149.6152343750,4228.9741210938,4091.4101562500,4185.6411132812,4164.7436523438,4197.1796875000,4200.3847656250,4218.8461914062,4231.2822265625,4283.5898437500,4219.3588867188,4246.5385742188,4205.2563476562,,,
0.3632812500,23,4172.8203125000,4150.5126953125,4227.5639648438,4094.3588867188,4187.5639648438,4162.0512695312,4200.2563476562,4202.5639648438,4219.2309570312,4231.5385742188,4284.4873046875,4218.9741210938,4244.7436523438,4207.8203125000,,,
0.3671875000,23,4174.7436523438,4147.9487304688,4228.2050781250,4095.2563476562,4185.7690429688,4160.5126953125,4198.4614257812,4201.4101562500,4218.5898437500,4229.6152343750,4283.9741210938,4218.9741210938,4239.1025390625,4208.8461914062,,,
0.3710937500,23,4173.9741210938,4141.5385742188,4229.2309570312,4094.2307128906,4182.6923828125,4160.8974609375,4193.3334960938,4196.7949218750,4216.5385742188,4225.0000000000,4281.9228515625,4218.8461914062,4231.7949218750,4205.7690429688,,,
0.3750000000,24,4171.5385742188,4132.1796875000,4228.7177734375,4092.4357910156,4181.4101562500,4162.5639648438,4188.4614257812,4191.1538085938,4213.5898437500,4219.2309570312,4279.6152343750,4217.8203125000,4226.4101562500,4199.1025390625,,,
0.3789062500,24,4169.3588867188,4122.5639648438,4227.1796875000,4091.7949218750,4183.4614257812,4164.4873046875,4187.6923828125,4188.2050781250,4211.2822265625,4215.2563476562,4278.4614257812,4216.0258789062,4225.3847656250,4192.0512695312,,,
0.3828125000,24,4169.4873046875,4115.6411132812,4226.4101562500,4092.9487304688,4187.4360351562,4165.1284179688,4192.0512695312,4190.0000000000,4211.0258789062,4215.1284179688,4278.5898437500,4214.1025390625,4228.0771484375,4188.9741210938,,,
0.3867187500,24,4171.2822265625,4113.7177734375,4227.1796875000,4094.7436523438,4189.4873046875,4163.8461914062,4198.7177734375,4195.2563476562,4212.9487304688,4217.5639648438,4278.4614257812,4212.6923828125,4230.7690429688,4191.0258789062,,,
0.3906250000,25,4172.4360351562,4117.3076171875,4228.0771484375,4095.3845214844,4186.9228515625,4160.6411132812,4203.0771484375,4200.5126953125,4215.2563476562,4218.8461914062,4276.0258789062,4211.1538085938,4230.1284179688,4195.6411132812,,,
0.3945312500,25,4170.5126953125,4125.0000000000,4226.7949218750,4093.3332519531,4180.0000000000,4156.9228515625,4202.5639648438,4202.4360351562,4215.7690429688,4215.8974609375,4270.6411132812,4208.2050781250,4225.2563476562,4197.9487304688,,,
0.3984375000,25,4166.1538085938,4134.3588867188,4222.8203125000,4088.9743652344,4171.9228515625,4154.7436523438,4197.4360351562,4200.1284179688,4213.8461914062,4209.3588867188,4263.9741210938,4203.9741210938,4218.2050781250,4195.5126953125,,,
0.4023437500,25,4162.0512695312,4141.9228515625,4218.4614257812,4083.9743652344,4166.1538085938,4155.2563476562,4191.0258789062,4195.3847656250,4211.2822265625,4203.8461914062,4259.2309570312,4200.0000000000,4212.8203125000,4190.2563476562,,,
0.4062500000,26,4161.0258789062,4145.1284179688,4216.5385742188,4080.3845214844,4164.2309570312,4157.5639648438,4186.6665039062,4190.8974609375,4210.0000000000,4203.4614257812,4258.4614257812,4198.0771484375,4211.2822265625,4185.8974609375,,,
0.4101562500,26,4162.6923828125,4142.8203125000,4217.9487304688,4079.7436523438,4165.7690429688,4159.3588867188,4185.8974609375,4188.5898437500,4210.5126953125,4208.2050781250,4261.0258789062,4198.8461914062,4213.3334960938,4185.1284179688,,,
0.4140625000,26,4164.7436523438,4136.7949218750,4221.9228515625,4081.6667480469,4168.3334960938,4159.7436523438,4187.8203125000,4188.0771484375,4211.1538085938,4213.7177734375,4263.7177734375,4201.0258789062,4215.6411132812,4187.6923828125,,,
0.4179687500,26,4165.0000000000,4131.1538085938,4226.2822265625,4085.1281738281,4169.4873046875,4159.7436523438,4191.0258789062,4188.3334960938,4210.0000000000,4215.2563476562,4263.9741210938,4202.8203125000,4214.8715820312,4190.8974609375,,,
